,league_join_private_max,league_join_public_max,league_max_size_public_classic,league_max_size_public_h2h,league_max_size_private_h2h,league_max_ko_rounds_private_h2h,league_prefix_public,squad_squadplay,squad_squadsize,squad_team_limit,squad_total_spend,ui_currency_multiplier,ui_use_special_shirts,ui_special_shirt_exclusions,stats_form_days,sys_vice_captain_enabled,transfers_sell_on_fee,cup_start_event_id,timezone
0,20,3,20,16,16,3,League,11,15,3,1000,10,False,[],30,True,0.5,17,UTC
