,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
80,,,220307,0,0,0,0,0,3,,,0,Arnaut,0.0,492,False,,,60,220307.jpg,0.0,Danjuma Groeneveld,0.0,False,,a,3,91,0,0,0,0,0,0.0,0.0,Danjuma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
81,,,61933,0,0,0,0,0,2,,,0,Shane,0.0,37,False,,,50,61933.jpg,3.3,Duffy,3.4,False,,a,4,36,115,0,0,0,0,0.0,0.0,Duffy,3087,5,2,7,55,0,0,0,4,1,0,9,582,1024.4,84.1,499.0,160.9
82,,,86153,0,0,0,0,0,2,,,0,Martín,0.0,38,False,,,45,86153.jpg,1.8,Montoya,0.3,False,,a,4,36,45,0,0,0,0,0.0,0.0,Montoya,2166,0,1,3,41,0,0,0,4,0,0,1,351,437.6,289.2,58.0,78.6
83,,,209362,0,0,0,0,0,2,,,0,Bernardo,0.0,39,False,,,45,209362.jpg,1.8,Fernandes da Silva Junior,0.2,False,,a,4,36,39,0,0,0,0,0.0,0.0,Bernardo,1749,0,1,2,29,0,0,0,4,0,0,0,290,444.2,172.6,83.0,70.0
84,,,52484,0,0,0,0,0,2,,,0,Leon,0.0,40,False,,,45,52484.jpg,1.9,Balogun,0.1,False,,a,4,36,15,0,0,0,0,0.0,0.0,Balogun,591,1,0,0,10,0,0,0,2,0,0,0,86,134.0,1.1,27.0,16.2
85,,,42748,0,0,0,0,0,2,,,0,Gaëtan,0.0,41,False,,,45,42748.jpg,2.2,Bong,0.2,False,,a,4,36,48,0,0,0,0,0.0,0.0,Bong,1805,0,0,5,34,0,0,0,0,0,0,0,254,220.0,153.3,8.0,38.0
86,,,83299,0,0,0,0,0,2,,,0,Lewis,0.0,42,False,,,45,83299.jpg,2.5,Dunk,7.7,False,,a,4,36,91,0,0,0,0,0.0,0.0,Dunk,3151,2,1,7,56,0,0,0,5,1,0,6,573,805.8,132.9,245.0,118.7
87,0.0,,178173,0,0,0,0,0,2,,,0,Matthew,0.0,43,False,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,45,178173.jpg,0.0,Clarke,0.1,False,,n,4,36,0,0,0,0,0,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
88,,,20529,0,0,0,0,0,4,,,0,Glenn,0.0,44,False,,,60,20529.jpg,3.4,Murray,3.8,False,,a,4,36,129,0,0,0,0,0.0,0.0,Murray,2501,13,1,4,45,0,0,0,5,0,0,16,337,478.0,190.0,835.0,148.1
89,,,106757,0,0,0,0,0,4,,,0,Jürgen,0.0,45,False,,,55,106757.jpg,2.0,Locadia,0.4,False,,a,4,36,52,0,0,0,0,0.0,0.0,Locadia,1225,2,0,3,21,0,0,0,1,0,0,6,155,154.4,190.8,356.0,69.7
90,,,93284,0,0,0,0,0,4,,,0,Florin,0.0,46,False,,,50,93284.jpg,1.7,Andone,0.5,False,,a,4,36,38,0,0,0,0,0.0,0.0,Andone,866,3,0,2,14,0,0,0,5,0,0,2,74,147.2,48.6,361.0,54.9
91,,,131897,0,0,0,0,0,1,,,0,Mathew,0.0,47,False,,,45,131897.jpg,3.1,Ryan,14.6,False,,a,4,36,104,0,0,0,0,0.0,0.0,Ryan,3060,0,0,6,55,0,0,0,2,0,97,11,547,707.0,0.0,0.0,70.9
92,,,50093,0,0,0,0,0,1,,,0,David,0.0,48,False,,,40,50093.jpg,3.8,Button,24.6,False,,a,4,36,15,0,0,0,0,0.0,0.0,Button,360,0,0,1,5,0,0,0,0,0,14,2,76,89.2,0.0,0.0,8.9
93,,,60307,0,0,0,0,0,3,,,0,Pascal,0.0,49,False,,,65,60307.jpg,3.2,Groß,0.7,False,,a,4,36,80,0,0,0,0,0.0,0.0,Groß,1864,3,3,3,31,0,0,1,1,0,0,12,347,456.0,815.3,344.0,161.7
94,,,165210,0,0,0,0,0,3,,,0,Alireza,0.0,50,False,,,60,165210.jpg,1.7,Jahanbakhsh,0.2,False,,a,4,36,33,0,0,0,0,0.0,0.0,Jahanbakhsh,1014,0,0,5,16,0,0,0,2,0,0,0,61,94.4,104.0,162.0,35.5
95,0.0,,167473,0,0,0,0,0,3,,,0,José Heriberto,0.0,51,False,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,55,167473.jpg,2.1,Izquierdo Mena,0.0,False,,i,4,36,31,0,0,0,0,0.0,0.0,Izquierdo,789,0,2,3,10,0,0,0,1,0,0,0,95,75.4,77.3,147.0,30.0
96,0.0,,83543,0,0,0,0,0,3,,,0,Anthony,0.0,52,False,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,55,83543.jpg,2.5,Knockaert,0.1,False,,n,4,36,74,0,0,0,0,0.0,0.0,Knockaert,1828,2,6,3,41,0,0,0,4,1,0,2,293,389.6,580.8,345.0,131.4
97,0.0,,227127,0,0,0,0,0,3,,,0,Yves,0.0,53,False,Shoulder injury - Unknown return date,2019-06-25T11:30:06.944296Z,50,227127.jpg,1.5,Bissouma,0.0,False,,i,4,36,43,0,0,0,0,0.0,0.0,Bissouma,1764,0,0,3,32,0,0,0,5,0,0,0,170,253.4,213.0,201.0,66.8
98,,,66242,0,0,0,0,0,3,,,0,Davy,0.0,54,False,,,50,66242.jpg,2.4,Pröpper,0.1,False,,a,4,36,72,0,0,0,0,0.0,0.0,Pröpper,2546,1,1,4,45,0,0,0,2,0,0,3,351,389.2,279.1,121.0,79.2
99,,,109345,0,0,0,0,0,3,,,0,Solomon,0.0,55,False,,,50,109345.jpg,2.7,March,0.6,False,,a,4,36,94,0,0,0,0,0.0,0.0,March,2459,1,6,6,40,0,0,0,1,0,0,5,342,474.6,684.5,405.0,156.6
100,,,38490,0,0,0,0,0,3,,,0,Beram,0.0,56,False,,,45,38490.jpg,2.0,Kayal,0.2,False,,a,4,36,36,0,0,0,0,0.0,0.0,Kayal,935,1,1,4,17,0,0,0,4,0,0,0,136,224.0,59.3,53.0,33.6
101,,,40845,0,0,0,0,0,3,,,0,Dale,0.0,57,False,,,45,40845.jpg,2.2,Stephens,3.2,False,,a,4,36,65,0,0,0,0,0.0,0.0,Stephens,2484,1,1,5,46,0,0,0,6,1,0,4,404,498.2,249.3,88.0,83.6
102,,,116216,0,0,0,0,0,3,,,0,Leandro,0.0,421,False,,,60,116216.jpg,0.0,Trossard,0.5,False,,a,4,36,0,0,0,0,0,0.0,0.0,Trossard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
103,,,78916,0,0,0,0,0,2,,,0,Dan,0.0,475,False,,,45,78916.jpg,0.0,Burn,0.0,False,,a,4,36,0,0,0,0,0,0.0,0.0,Burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
104,,,51927,0,0,0,0,0,2,,,0,Ben,0.0,83,False,,,50,51927.jpg,2.1,Mee,0.8,False,,a,5,90,81,0,0,0,0,0.0,0.0,Mee,3420,0,2,8,68,2,0,0,9,0,0,5,572,885.4,113.8,238.0,123.9
105,,,17761,0,0,0,0,0,2,,,0,James,0.0,84,False,,,50,17761.jpg,2.8,Tarkowski,2.6,False,,a,5,90,97,0,0,0,0,0.0,0.0,Tarkowski,3086,3,2,7,63,0,0,0,8,0,0,7,524,1023.2,69.8,450.0,154.5
106,,,68983,0,0,0,0,0,2,,,0,Matthew,0.0,85,False,,,45,68983.jpg,1.6,Lowton,0.3,False,,a,5,90,34,0,0,0,0,0.0,0.0,Lowton,1748,0,0,4,41,0,0,0,7,0,0,1,269,338.0,158.6,48.0,54.6
107,,,17997,0,0,0,0,0,2,,,0,Phil,0.0,86,False,,,45,17997.jpg,1.7,Bardsley,0.2,False,,a,5,90,33,0,0,0,0,0.0,0.0,Bardsley,1670,0,0,4,27,1,0,0,9,0,0,0,224,267.8,139.6,66.0,47.4
108,,,103914,0,0,0,0,0,2,,,0,Charlie,0.0,87,False,,,45,103914.jpg,2.2,Taylor,2.0,False,,a,5,90,82,0,0,0,0,0.0,0.0,Taylor,3240,0,1,7,64,0,0,0,2,0,0,2,505,649.4,268.5,30.0,94.9
109,,,41674,0,0,0,0,0,2,,,0,Kevin,0.0,88,False,,,45,41674.jpg,2.7,Long,0.3,False,,a,5,90,16,0,0,0,0,0.0,0.0,Long,513,0,1,1,9,0,0,0,0,0,0,0,101,147.8,11.6,8.0,16.8
110,75.0,,83312,0,0,0,0,0,2,,,0,Ben,0.0,89,False,Ankle injury - 75% chance of playing,2019-07-31T00:00:11.168991Z,40,83312.jpg,6.0,Gibson,2.6,False,,d,5,90,6,0,0,0,0,0.0,0.0,Gibson,62,1,0,0,3,0,0,0,1,0,0,0,17,42.4,0.4,33.0,7.6
111,,,44699,0,0,0,0,0,4,,,0,Ashley,0.0,90,False,,,65,44699.jpg,3.3,Barnes,0.9,False,,a,5,90,122,0,0,0,0,0.0,0.0,Barnes,2378,12,3,7,41,1,0,0,8,0,0,13,394,581.2,309.9,1042.0,192.9
112,,,60689,0,0,0,0,0,4,,,0,Chris,0.0,91,False,,,65,60689.jpg,3.4,Wood,1.4,False,,a,5,90,131,0,0,0,0,0.0,0.0,Wood,2580,10,3,7,49,0,0,0,2,0,0,17,379,475.8,310.3,911.0,167.9
113,,,81183,0,0,0,0,0,4,,,0,Matej,0.0,92,False,,,55,81183.jpg,1.6,Vydra,0.1,False,,a,5,90,21,0,0,0,0,0.0,0.0,Vydra,310,1,1,0,7,0,0,0,1,0,0,0,61,70.4,33.7,114.0,21.4
114,75.0,,98747,0,0,0,0,0,1,,,0,Nick,0.0,93,False,Groin Strain - 75% chance of playing,2019-07-31T00:00:11.182051Z,45,98747.jpg,0.0,Pope,3.0,False,,d,5,90,0,0,0,0,0,0.0,0.0,Pope,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
115,,,15749,0,0,0,0,0,1,,,0,Joe,0.0,95,False,,,45,15749.jpg,3.6,Hart,2.1,False,,a,5,90,69,0,0,0,0,0.0,0.0,Hart,1710,0,0,4,41,0,1,0,0,0,77,7,378,594.6,10.1,0.0,60.3
116,,,60586,0,0,0,0,0,3,,,0,Johann Berg,0.0,96,False,,,60,60586.jpg,3.2,Gudmundsson,0.3,False,,a,5,90,92,0,0,0,0,0.0,0.0,Gudmundsson,1743,3,7,5,39,0,0,0,2,0,0,6,339,456.2,574.1,380.0,141.1
117,,,433154,0,0,0,0,0,3,,,0,Dwight,0.0,97,False,,,60,433154.jpg,3.6,McNeil,0.4,False,,a,5,90,75,0,0,0,0,0.0,0.0,McNeil,1590,3,4,5,25,0,0,0,2,0,0,6,305,405.2,442.8,279.0,112.5
118,75.0,,90517,0,0,0,0,0,3,,,0,Robbie,0.0,98,False,Rib Injury - 75% chance of playing,2019-07-31T00:00:11.195874Z,55,90517.jpg,1.3,Brady,0.1,False,,d,5,90,20,0,0,0,0,0.0,0.0,Brady,714,0,1,1,17,0,0,0,3,1,0,0,77,102.0,194.1,85.0,38.2
119,0.0,,39847,0,0,0,0,0,3,,,0,Steven,0.0,99,False,Calf injury - Unknown return date,2019-06-25T11:30:07.038056Z,55,39847.jpg,1.7,Defour,0.0,False,,i,5,90,10,0,0,0,0,0.0,0.0,Defour,449,0,0,0,14,0,0,0,0,0,0,0,70,61.4,36.6,0.0,9.9
120,,,83314,0,0,0,0,0,3,,,0,Jeff,0.0,100,False,,,55,83314.jpg,2.3,Hendrick,0.1,False,,a,5,90,73,0,0,0,0,0.0,0.0,Hendrick,2058,2,2,4,44,0,0,0,4,0,0,3,243,233.8,205.3,269.0,70.6
121,,,60551,0,0,0,0,0,3,,,0,Ashley,0.0,101,False,,,55,60551.jpg,3.3,Westwood,1.0,False,,a,5,90,111,0,0,0,0,0.0,0.0,Westwood,2821,2,8,7,55,0,0,0,5,0,0,10,518,623.0,643.1,253.0,152.3
122,,,40145,0,0,0,0,0,3,,,0,Jack,0.0,102,False,,,50,40145.jpg,2.4,Cork,0.3,False,,a,5,90,87,0,0,0,0,0.0,0.0,Cork,3312,1,2,8,63,0,0,0,6,0,0,0,446,491.4,309.7,240.0,104.3
123,,,17349,0,0,0,0,0,3,,,0,Aaron,0.0,430,False,,,50,17349.jpg,2.6,Lennon,0.1,False,,a,5,90,41,0,0,0,0,0.0,0.0,Lennon,1214,1,1,3,22,0,0,0,1,0,0,2,133,151.6,121.2,108.0,38.0
124,,,39487,0,0,0,0,0,2,,,0,Erik,0.0,447,False,,,45,39487.jpg,0.0,Pieters,0.2,False,,a,5,90,0,0,0,0,0,0.0,0.0,Pieters,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
125,,,44683,0,0,0,0,0,4,,,0,Jay,0.0,451,False,,,60,44683.jpg,0.0,Rodriguez,0.4,False,,a,5,90,0,0,0,0,0,0.0,0.0,Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
126,,,82263,0,0,0,0,0,2,,,0,Marcos,0.0,103,False,,,65,82263.jpg,5.2,Alonso,4.7,False,,a,6,8,161,0,0,0,0,0.0,0.0,Alonso,2759,2,8,14,28,0,0,0,6,0,0,21,702,619.0,520.1,475.0,161.7
127,0.0,,102380,0,0,0,0,0,2,,,0,Antonio,0.0,104,False,Knee injury - Unknown return date,2019-06-25T11:30:07.053434Z,60,102380.jpg,3.5,Rüdiger,0.1,False,,i,6,8,116,0,0,0,0,0.0,0.0,Rüdiger,2871,1,2,12,35,0,0,0,7,0,0,9,609,566.8,143.6,273.0,98.5
128,,,41328,0,0,0,0,0,2,,,0,César,0.0,105,False,,,60,41328.jpg,4.2,Azpilicueta,10.1,False,,a,6,8,158,0,0,0,0,0.0,0.0,Azpilicueta,3402,1,6,16,39,0,0,0,4,0,0,11,822,815.0,525.1,286.0,163.2
129,,,41270,0,0,0,0,0,2,,,0,David,0.0,106,False,,,60,41270.jpg,4.6,Luiz Moreira Marinho,9.5,False,,a,6,8,164,0,0,0,0,0.0,0.0,David Luiz,3238,3,2,16,36,0,0,0,3,0,0,19,794,859.0,358.7,363.0,158.0
130,,,109533,0,0,0,0,0,2,,,0,Emerson,0.0,107,False,,,55,109533.jpg,2.2,Palmieri dos Santos,0.8,False,,a,6,8,22,0,0,0,0,0.0,0.0,Emerson,660,0,0,2,11,0,0,0,0,0,0,1,130,104.6,113.8,81.0,30.0
131,,,135363,0,0,0,0,0,2,,,0,Andreas,0.0,108,False,,,50,135363.jpg,2.8,Christensen,0.7,False,,a,6,8,22,0,0,0,0,0.0,0.0,Christensen,615,0,0,3,7,0,0,0,1,0,0,0,133,120.6,8.4,6.0,13.6
132,,,105700,0,0,0,0,0,2,,,0,Davide,0.0,109,False,,,45,105700.jpg,2.3,Zappacosta,0.5,False,,a,6,8,9,0,0,0,0,0.0,0.0,Zappacosta,125,0,0,1,0,0,0,0,0,0,0,0,30,17.4,14.7,29.0,6.1
133,,,44346,0,0,0,0,0,4,,,0,Olivier,0.0,110,False,,,70,44346.jpg,2.0,Giroud,2.8,False,,a,6,8,55,0,0,0,0,0.0,0.0,Giroud,828,2,4,6,5,0,0,0,1,0,0,2,169,183.2,253.6,519.0,94.5
134,,,109745,0,0,0,0,0,1,,,0,Kepa,0.0,111,False,,,55,109745.jpg,3.9,Arrizabalaga,6.6,False,,a,6,8,142,0,0,0,0,0.0,0.0,Kepa,3240,0,0,14,39,0,1,0,2,0,82,7,685,681.0,0.1,0.0,68.0
135,,,20310,0,0,0,0,0,1,,,0,Willy,0.0,112,False,,,50,20310.jpg,6.5,Caballero,0.3,False,,a,6,8,13,0,0,0,0,0.0,0.0,Caballero,180,0,0,2,0,0,0,0,0,0,3,0,45,24.6,1.0,0.0,2.6
136,75.0,,47431,0,0,0,0,0,3,,,0,Willian,0.0,113,False,Knee injury - 75% chance of playing,2019-07-30T11:00:13.285605Z,70,47431.jpg,3.4,Borges Da Silva,2.6,False,,d,6,8,108,0,0,0,0,0.0,0.0,Willian,2091,3,7,11,25,0,0,0,2,0,0,6,475,557.6,1165.5,742.0,246.7
137,,,49579,0,0,0,0,0,3,,,0,Pedro,0.0,114,False,,,70,49579.jpg,3.6,Rodríguez Ledesma,2.9,False,,a,6,8,112,0,0,0,0,0.0,0.0,Pedro,1768,8,2,7,19,0,0,0,2,0,0,12,440,530.2,503.5,733.0,176.5
138,0.0,,126187,0,0,0,0,0,3,,,0,Ruben,0.0,115,False,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,65,126187.jpg,3.3,Loftus-Cheek,0.2,False,,i,6,8,79,0,0,0,0,0.0,0.0,Loftus-Cheek,980,6,2,5,9,0,0,0,0,0,0,6,292,391.6,254.9,346.0,99.4
139,0.0,,209046,0,0,0,0,0,3,,,0,Callum,0.0,116,False,Achilles injury - Unknown return date,2019-06-25T11:30:07.083018Z,60,209046.jpg,1.8,Hudson-Odoi,0.4,False,,i,6,8,18,0,0,0,0,0.0,0.0,Hudson-Odoi,388,0,1,2,5,0,0,0,0,0,0,1,83,89.2,143.2,133.0,36.2
140,,,88894,0,0,0,0,0,3,,,0,Ross,0.0,117,False,,,60,88894.jpg,2.9,Barkley,5.4,False,,a,6,8,79,0,0,0,0,0.0,0.0,Barkley,1231,3,5,7,13,0,0,0,1,0,0,5,300,324.0,349.0,429.0,110.0
141,,,85955,0,0,0,0,0,3,,,0,Jorge Luiz,0.0,118,False,,,50,85955.jpg,2.6,Frello Filho,3.5,False,,a,6,8,96,0,0,0,0,0.0,0.0,Jorginho,3156,2,0,16,37,0,0,0,8,0,0,4,577,691.4,628.4,122.0,144.2
142,75.0,,116594,0,0,0,0,0,3,,,0,N'Golo,0.0,119,False,Knee injury - 75% chance of playing,2019-07-22T00:00:07.168993Z,50,116594.jpg,3.2,Kanté,9.6,False,,d,6,8,116,0,0,0,0,0.0,0.0,Kanté,3092,4,4,14,38,0,0,0,3,0,0,3,563,683.6,766.3,412.0,186.4
143,,,61603,0,0,0,0,0,3,,,0,Daniel,0.0,120,False,,,45,61603.jpg,0.0,Drinkwater,0.7,False,,a,6,8,0,0,0,0,0,0.0,0.0,Drinkwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
144,0.0,,199598,0,0,0,0,0,3,,,0,Ethan,0.0,121,False,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,45,199598.jpg,0.0,Ampadu,0.1,False,,n,6,8,0,0,0,0,0,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
145,,,176413,0,0,0,0,0,3,,,0,Christian,0.0,431,False,,,75,176413.jpg,0.0,Pulisic,9.4,False,,a,6,8,0,0,0,0,0,0.0,0.0,Pulisic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
146,,,91651,0,0,0,0,0,3,,,0,Mateo,0.0,432,False,,,55,91651.jpg,2.0,Kovacic,0.8,False,,a,6,8,64,0,0,0,0,0.0,0.0,Kovacic,1725,0,2,9,19,0,0,0,3,0,0,2,343,315.4,468.8,311.0,109.9
147,,,103192,0,0,0,0,0,2,,,0,Kurt,0.0,459,False,,,50,103192.jpg,3.5,Zouma,1.4,False,,a,6,8,112,0,0,0,0,0.0,0.0,Zouma,2613,2,2,10,39,0,0,0,3,1,0,12,543,565.2,83.7,235.0,88.8
148,,,173879,0,0,0,0,0,4,,,0,Tammy,0.0,460,False,,,70,173879.jpg,0.0,Abraham,2.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
149,,,94245,0,0,0,0,0,4,,,0,Michy,0.0,461,False,,,70,94245.jpg,4.4,Batshuayi,0.8,False,,a,6,8,48,0,0,0,0,0.0,0.0,Batshuayi,748,5,1,3,11,0,0,0,0,0,0,5,159,198.6,41.4,406.0,64.2
150,,,167767,0,0,0,0,0,3,,,0,Robert Kenedy,0.0,462,False,,,55,167767.jpg,2.0,Nunes do Nascimento,0.1,False,,a,6,8,50,0,0,0,0,0.0,0.0,Kenedy,1337,1,1,6,18,0,0,1,1,0,0,1,161,212.8,187.9,297.0,69.8
151,,,184341,0,0,0,0,0,3,,,0,Mason,0.0,463,False,,,60,184341.jpg,0.0,Mount,1.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Mount,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
152,,,74230,0,0,0,0,0,2,,,0,Patrick,0.0,123,False,,,55,74230.jpg,3.9,van Aanholt,7.3,False,,a,7,31,140,0,0,0,0,0.0,0.0,van Aanholt,3196,3,2,12,46,0,0,0,3,0,0,17,626,616.0,520.4,448.0,158.7
153,0.0,,49413,0,0,0,0,0,2,,,0,James,0.0,124,False,Groin Injury - Unknown return date,2019-06-25T11:30:07.097330Z,50,49413.jpg,3.0,Tomkins,0.0,False,,i,7,31,86,0,0,0,0,0.0,0.0,Tomkins,2561,1,1,10,37,0,0,0,6,0,0,0,504,560.8,83.0,276.0,92.3
154,75.0,,40784,0,0,0,0,0,2,,,0,Mamadou,0.0,125,False,Lack of match fitness - 75% chance of playing,2019-06-25T11:30:07.112991Z,50,40784.jpg,3.3,Sakho,0.1,False,,d,7,31,88,0,0,0,0,0.0,0.0,Sakho,2416,0,0,9,35,0,0,0,2,0,0,13,533,540.6,78.2,47.0,66.6
155,,,55494,0,0,0,0,0,2,,,0,Joel,0.0,126,False,,,45,55494.jpg,1.9,Ward,0.5,False,,a,7,31,13,0,0,0,0,0.0,0.0,Ward,551,1,0,0,14,0,0,0,1,0,0,0,68,131.8,28.9,43.0,20.5
156,,,19188,0,0,0,0,0,2,,,0,Scott,0.0,127,False,,,45,19188.jpg,2.3,Dann,0.3,False,,a,7,31,23,0,0,0,0,0.0,0.0,Dann,661,0,1,2,10,0,0,0,1,0,0,0,129,186.2,22.5,71.0,28.1
157,,,58786,0,0,0,0,0,2,,,0,Martin,0.0,128,False,,,40,58786.jpg,2.0,Kelly,24.9,False,,a,7,31,26,0,0,0,0,0.0,0.0,Kelly,1110,0,0,3,21,1,0,0,2,0,0,1,166,269.8,17.1,34.0,32.2
158,,,54861,0,0,0,0,0,4,,,0,Christian,0.0,129,False,,,60,54861.jpg,2.1,Benteke,0.9,False,,a,7,31,33,0,0,0,0,0.0,0.0,Benteke,807,1,1,3,13,0,0,0,1,0,0,3,65,106.0,118.4,348.0,56.1
159,,,59125,0,0,0,0,0,4,,,0,Connor,0.0,130,False,,,45,59125.jpg,1.5,Wickham,3.3,False,,a,7,31,9,0,0,0,0,0.0,0.0,Wickham,61,0,1,0,1,0,0,0,0,0,0,0,23,23.2,41.9,55.0,12.0
160,,,40836,0,0,0,0,0,1,,,0,Vicente,0.0,131,False,,,50,40836.jpg,4.0,Guaita,0.6,False,,a,7,31,81,0,0,0,0,0.0,0.0,Guaita,1754,0,0,7,23,0,0,0,2,0,64,8,378,448.0,0.0,0.0,44.8
161,,,20066,0,0,0,0,0,1,,,0,Wayne,0.0,132,False,,,45,20066.jpg,3.7,Hennessey,1.4,False,,a,7,31,67,0,0,0,0,0.0,0.0,Hennessey,1575,0,0,5,26,0,1,0,0,0,44,6,311,358.8,0.0,0.0,35.9
162,,,82403,0,0,0,0,0,3,,,0,Wilfried,0.0,133,False,,,70,82403.jpg,4.2,Zaha,26.0,False,,a,7,31,143,0,0,0,0,0.0,0.0,Zaha,3037,10,11,11,49,0,0,0,8,1,0,13,459,752.8,753.3,1200.0,270.6
163,,,66975,0,0,0,0,0,3,,,0,Luka,0.0,134,False,,,70,66975.jpg,4.4,Milivojevic,11.3,False,,a,7,31,166,0,0,0,0,0.0,0.0,Milivojevic,3420,12,2,12,53,0,0,1,10,0,0,24,741,1078.2,910.1,473.0,246.3
164,,,60252,0,0,0,0,0,3,,,0,Andros,0.0,135,False,,,60,60252.jpg,3.6,Townsend,3.9,False,,a,7,31,135,0,0,0,0,0.0,0.0,Townsend,3007,6,5,11,46,0,0,0,1,0,0,8,520,743.0,928.5,622.0,229.6
165,,,141020,0,0,0,0,0,3,,,0,Max,0.0,136,False,,,55,141020.jpg,2.1,Meyer,0.2,False,,a,7,31,60,0,0,0,0,0.0,0.0,Meyer,1405,1,3,6,24,0,0,0,3,0,0,0,223,236.0,309.9,433.0,98.0
166,100.0,,86417,0,0,0,0,0,3,,,0,Jeffrey,0.0,137,False,,2019-06-25T11:30:07.127981Z,55,86417.jpg,3.0,Schlupp,0.2,False,,a,7,31,91,0,0,0,0,0.0,0.0,Schlupp,1660,4,3,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430.0,105.7
167,,,50471,0,0,0,0,0,3,,,0,James,0.0,138,False,,,55,50471.jpg,3.2,McArthur,2.1,False,,a,7,31,121,0,0,0,0,0.0,0.0,McArthur,3057,3,7,11,49,0,0,0,7,0,0,7,500,666.8,457.2,487.0,161.3
168,,,55037,0,0,0,0,0,3,,,0,Cheikhou,0.0,139,False,,,50,55037.jpg,2.2,Kouyaté,0.2,False,,a,7,31,67,0,0,0,0,0.0,0.0,Kouyaté,1889,0,3,9,30,0,0,0,3,0,0,0,251,337.4,198.5,222.0,75.6
169,,,221275,0,0,0,0,0,3,,,0,Luke,0.0,140,False,,,45,221275.jpg,1.0,Dreher,0.1,False,,a,7,31,1,0,0,0,0,0.0,0.0,Dreher,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1
170,,,80146,0,0,0,0,0,4,,,0,Jordan,0.0,468,False,,,50,80146.jpg,2.3,Ayew,1.6,False,,a,7,31,46,0,0,0,0,0.0,0.0,Ayew,1176,1,3,5,13,0,0,0,3,0,0,2,114,140.2,207.3,421.0,76.7
171,,,101188,0,0,0,0,0,2,,,0,Lucas,0.0,141,False,,,60,101188.jpg,4.5,Digne,26.7,False,,a,8,11,158,0,0,0,0,0.0,0.0,Digne,2964,4,5,13,38,1,0,0,5,1,0,22,736,883.0,1142.0,300.0,232.7
172,,,164511,0,0,0,0,0,2,,,0,Yerry,0.0,142,False,,,55,164511.jpg,2.8,Mina,0.6,False,,a,8,11,36,0,0,0,0,0.0,0.0,Mina,891,1,0,3,13,0,0,0,3,0,0,2,176,198.2,37.5,61.0,29.6
173,,,106611,0,0,0,0,0,2,,,0,Michael,0.0,143,False,,,55,106611.jpg,3.9,Keane,2.6,False,,a,8,11,129,0,0,0,0,0.0,0.0,Keane,2970,1,2,13,39,0,0,0,2,0,0,15,642,740.2,101.2,326.0,117.2
174,,,59949,0,0,0,0,0,2,,,0,Seamus,0.0,144,False,,,55,59949.jpg,4.3,Coleman,3.8,False,,a,8,11,125,0,0,0,0,0.0,0.0,Coleman,2558,2,2,13,30,1,0,0,1,0,0,12,548,515.2,387.3,274.0,117.6
175,75.0,,12745,0,0,0,0,0,2,,,0,Leighton,0.0,145,False,Knock - 75% chance of playing,2019-07-30T15:00:09.168977Z,50,12745.jpg,1.2,Baines,0.3,False,,d,8,11,7,0,0,0,0,0.0,0.0,Baines,374,0,0,0,6,0,0,0,0,0,0,0,48,48.4,91.4,15.0,15.4
